0.0,1.0,1.0,1.41,30.23,30.64,31.05,31.46,32.46,2.0,2.41,29.23,29.64,30.05,31.05,31.46,3.0,3.41,28.23,28.64,30.05,30.46,4.0,4.41,27.23,27.64,29.05,11.82,5.0,5.41,26.23,26.64,28.05,28.46,16.23,15.23,14.23,13.23,12.23,11.23,10.82,6.0,6.41,25.23,25.64,27.05,28.05,14.82,13.82,12.82,11.82,10.82,9.82,7.0,7.41,7.82,8.82,9.82,10.82,11.82,12.82,13.82,14.82,15.82,16.82,17.82,18.82,19.82,20.82,21.82,24.23,24.64,25.64,26.64,27.64,15.41,14.41,13.41,12.41,11.41,10.41,9.41,8.41,8.0,8.41,8.82,9.23,10.23,11.23,12.23,13.23,14.23,15.23,16.23,17.23,18.23,19.23,20.23,21.23,22.23,23.23,24.23,25.23,26.23,27.23,9.82,9.0,9.41,9.82,10.23,10.64,11.64,12.64,13.64,14.64,15.64,16.64,17.64,18.64,19.64,20.64,21.64,22.64,24.23,24.64,25.64,26.64,27.64,10.0,10.41,20.05,21.05,23.87,24.87,25.87,26.87,27.87,11.0,11.41,21.05,21.46,22.46,23.46,24.46,25.46,26.46,27.46,12.0,12.41,22.05,22.46,23.87,24.87,25.87,26.87,27.87,13.0,13.41,23.05,23.46,24.87,25.28,26.28,27.28,28.28,14.0,14.41,24.05,24.46,25.87,26.28,26.69,27.69,28.69,15.0,15.41,25.05,25.46,26.87,27.28,27.69,28.1,29.1,16.0,16.41,26.05,26.46,27.87,28.28,28.69,29.1,29.51,17.0,17.41,27.05,27.46,28.87,29.28,29.69,30.1,30.51,18.0,18.41,28.05,28.46,29.87,30.28,30.69,31.1,31.51,19.0,19.41,29.05,29.46,30.87,31.28,31.69,32.1,32.51,20.0,20.41,30.05,30.46,31.87,32.28,32.69,33.1,33.51,21.0,21.41,21.82,22.82,23.82,24.82,25.82,26.82,27.82,28.82,29.82,30.82,31.46,31.05,31.46,31.87,32.870000000000005,33.28,33.69,34.099999999999994,34.51,22.0,22.41,22.82,23.23,24.23,25.23,26.23,27.23,28.23,29.23,30.23,31.23,32.23,32.05,32.46,33.28
1.0,0.0,1.41,1.0,29.82,30.23,30.64,31.05,32.05,2.41,2.0,28.82,29.23,29.64,30.64,31.05,3.41,3.0,27.82,28.23,29.64,30.05,4.41,4.0,26.82,27.23,28.64,12.23,5.41,5.0,25.82,26.23,27.64,28.05,16.64,15.64,14.64,13.64,12.64,11.64,11.23,6.41,6.0,24.82,25.23,26.64,27.64,15.23,14.23,13.23,12.23,11.23,10.23,7.41,7.0,7.41,8.41,9.41,10.41,11.41,12.41,13.41,14.41,15.41,16.41,17.41,18.41,19.41,20.41,21.41,23.82,24.23,25.23,26.23,27.23,15.82,14.82,13.82,12.82,11.82,10.82,9.82,8.82,8.41,8.0,8.41,8.82,9.82,10.82,11.82,12.82,13.82,14.82,15.82,16.82,17.82,18.82,19.82,20.82,21.82,22.82,23.82,24.82,25.82,26.82,10.23,9.41,9.0,9.41,9.82,10.23,11.23,12.23,13.23,14.23,15.23,16.23,17.23,18.23,19.23,20.23,21.23,22.23,23.82,24.23,25.23,26.23,27.23,10.41,10.0,19.64,20.64,23.46,24.46,25.46,26.46,27.46,11.41,11.0,20.64,21.05,22.05,23.05,24.05,25.05,26.05,27.05,12.41,12.0,21.64,22.05,23.46,24.46,25.46,26.46,27.46,13.41,13.0,22.64,23.05,24.46,24.87,25.87,26.87,27.87,14.41,14.0,23.64,24.05,25.46,25.87,26.28,27.28,28.28,15.41,15.0,24.64,25.05,26.46,26.87,27.28,27.69,28.69,16.41,16.0,25.64,26.05,27.46,27.87,28.28,28.69,29.1,17.41,17.0,26.64,27.05,28.46,28.87,29.28,29.69,30.1,18.41,18.0,27.64,28.05,29.46,29.87,30.28,30.69,31.1,19.41,19.0,28.64,29.05,30.46,30.87,31.28,31.69,32.1,20.41,20.0,29.64,30.05,31.46,31.87,32.28,32.69,33.1,21.41,21.0,21.41,22.41,23.41,24.41,25.41,26.41,27.41,28.41,29.41,30.41,31.05,30.64,31.05,31.46,32.46,32.87,33.28,33.69,34.099999999999994,22.41,22.0,22.41,22.82,23.82,24.82,25.82,26.82,27.82,28.82,29.82,30.82,31.82,31.64,32.05,32.87
1.0,1.41,0.0,1.0,29.23,29.64,30.05,30.46,31.46,1.0,1.41,28.23,28.64,29.05,30.05,30.46,2.0,2.41,27.23,27.64,29.05,29.46,3.0,3.41,26.23,26.64,28.05,10.82,4.0,4.41,25.23,25.64,27.05,27.46,15.23,14.23,13.23,12.23,11.23,10.23,9.82,5.0,5.41,24.23,24.64,26.05,27.05,13.82,12.82,11.82,10.82,9.82,8.82,6.0,6.41,6.82,7.82,8.82,9.82,10.82,11.82,12.82,13.82,14.82,15.82,16.82,17.82,18.82,19.82,20.82,23.23,23.64,24.64,25.64,26.64,14.41,13.41,12.41,11.41,10.41,9.41,8.41,7.41,7.0,7.41,7.82,8.23,9.23,10.23,11.23,12.23,13.23,14.23,15.23,16.23,17.23,18.23,19.23,20.23,21.23,22.23,23.23,24.23,25.23,26.23,8.82,8.0,8.41,8.82,9.23,9.64,10.64,11.64,12.64,13.64,14.64,15.64,16.64,17.64,18.64,19.64,20.64,21.64,23.23,23.64,24.64,25.64,26.64,9.0,9.41,19.05,20.05,22.87,23.87,24.87,25.87,26.87,10.0,10.41,20.05,20.46,21.46,22.46,23.46,24.46,25.46,26.46,11.0,11.41,21.05,21.46,22.87,23.87,24.87,25.87,26.87,12.0,12.41,22.05,22.46,23.87,24.28,25.28,26.28,27.28,13.0,13.41,23.05,23.46,24.87,25.28,25.69,26.69,27.69,14.0,14.41,24.05,24.46,25.87,26.28,26.69,27.1,28.1,15.0,15.41,25.05,25.46,26.87,27.28,27.69,28.1,28.51,16.0,16.41,26.05,26.46,27.87,28.28,28.69,29.1,29.51,17.0,17.41,27.05,27.46,28.87,29.28,29.69,30.1,30.51,18.0,18.41,28.05,28.46,29.87,30.28,30.69,31.1,31.51,19.0,19.41,29.05,29.46,30.87,31.28,31.69,32.1,32.51,20.0,20.41,20.82,21.82,22.82,23.82,24.82,25.82,26.82,27.82,28.82,29.82,30.46,30.05,30.46,30.87,31.87,32.28,32.69,33.1,33.51,21.0,21.41,21.82,22.23,23.23,24.23,25.23,26.23,27.23,28.23,29.23,30.23,31.23,31.05,31.46,32.28
1.41,1.0,1.0,0.0,28.82,29.23,29.64,30.05,31.05,1.41,1.0,27.82,28.23,28.64,29.64,30.05,2.41,2.0,26.82,27.23,28.64,29.05,3.41,3.0,25.82,26.23,27.64,11.23,4.41,4.0,24.82,25.23,26.64,27.05,15.64,14.64,13.64,12.64,11.64,10.64,10.23,5.41,5.0,23.82,24.23,25.64,26.64,14.23,13.23,12.23,11.23,10.23,9.23,6.41,6.0,6.41,7.41,8.41,9.41,10.41,11.41,12.41,13.41,14.41,15.41,16.41,17.41,18.41,19.41,20.41,22.82,23.23,24.23,25.23,26.23,14.82,13.82,12.82,11.82,10.82,9.82,8.82,7.82,7.41,7.0,7.41,7.82,8.82,9.82,10.82,11.82,12.82,13.82,14.82,15.82,16.82,17.82,18.82,19.82,20.82,21.82,22.82,23.82,24.82,25.82,9.23,8.41,8.0,8.41,8.82,9.23,10.23,11.23,12.23,13.23,14.23,15.23,16.23,17.23,18.23,19.23,20.23,21.23,22.82,23.23,24.23,25.23,26.23,9.41,9.0,18.64,19.64,22.46,23.46,24.46,25.46,26.46,10.41,10.0,19.64,20.05,21.05,22.05,23.05,24.05,25.05,26.05,11.41,11.0,20.64,21.05,22.46,23.46,24.46,25.46,26.46,12.41,12.0,21.64,22.05,23.46,23.87,24.87,25.87,26.87,13.41,13.0,22.64,23.05,24.46,24.87,25.28,26.28,27.28,14.41,14.0,23.64,24.05,25.46,25.87,26.28,26.69,27.69,15.41,15.0,24.64,25.05,26.46,26.87,27.28,27.69,28.1,16.41,16.0,25.64,26.05,27.46,27.87,28.28,28.69,29.1,17.41,17.0,26.64,27.05,28.46,28.87,29.28,29.69,30.1,18.41,18.0,27.64,28.05,29.46,29.87,30.28,30.69,31.1,19.41,19.0,28.64,29.05,30.46,30.87,31.28,31.69,32.1,20.41,20.0,20.41,21.41,22.41,23.41,24.41,25.41,26.41,27.41,28.41,29.41,30.05,29.64,30.05,30.46,31.46,31.87,32.28,32.69,33.1,21.41,21.0,21.41,21.82,22.82,23.82,24.82,25.82,26.82,27.82,28.82,29.82,30.82,30.64,31.05,31.87
30.23,29.82,29.23,28.82,0.0,1.0,2.0,3.0,4.0,28.23,27.82,1.0,1.41,2.41,3.41,4.41,27.23,26.82,2.0,2.41,3.8200000000000003,4.82,26.23,25.82,3.0,3.41,4.82,28.41,25.23,24.82,4.0,4.41,5.82,6.23,32.82,31.82,30.82,29.82,28.82,27.82,27.41,24.82,23.82,5.0,5.41,6.82,7.23,31.41,30.41,29.41,28.41,27.41,26.41,24.41,23.41,22.41,21.41,20.41,19.41,18.41,17.41,16.41,15.41,14.41,13.41,12.41,11.41,10.41,9.41,8.41,6.0,6.41,6.82,7.82,8.23,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,7.41,7.82,8.23,9.23,26.41,24.41,23.41,22.41,21.41,20.41,19.41,18.41,17.41,16.41,15.41,14.41,13.41,12.41,11.41,10.41,9.41,8.41,8.0,8.41,8.82,9.23,9.64,24.82,23.82,11.82,10.82,13.64,14.64,15.64,16.64,17.64,25.23,24.82,12.23,11.82,12.23,13.23,14.23,15.23,16.23,17.23,26.23,25.82,13.23,12.82,13.64,14.64,15.64,16.64,17.64,27.23,26.82,14.23,13.82,14.64,15.05,16.05,17.05,18.05,28.23,27.82,15.23,14.82,15.64,16.05,16.46,17.46,18.46,29.23,28.82,16.23,15.82,16.64,17.05,17.46,17.87,18.87,30.23,29.82,17.23,16.82,17.64,18.05,18.46,18.87,19.28,31.23,30.82,18.23,17.82,18.64,19.05,19.46,19.87,20.28,32.23,31.82,19.23,18.82,19.64,20.05,20.46,20.87,21.28,33.23,32.82,20.23,19.82,20.64,21.05,21.46,21.87,22.28,34.23,33.82,21.23,20.82,21.64,22.05,22.46,22.87,23.28,34.64,33.64,32.64,31.64,30.64,29.64,28.64,27.64,26.64,25.64,24.64,23.64,22.64,22.23,21.82,22.23,22.64,23.05,23.46,23.87,24.28,35.05,34.05,33.05,32.05,31.05,30.05,29.05,28.05,27.05,26.05,25.05,24.05,23.64,23.23,22.82,23.64
30.64,30.23,29.64,29.23,1.0,0.0,1.0,2.0,3.0,28.64,28.23,1.41,1.0,1.41,2.41,3.41,27.64,27.23,2.41,2.0,2.82,3.82,26.64,26.23,3.41,3.0,3.82,28.82,25.64,25.23,4.41,4.0,4.82,5.2299999999999995,33.230000000000004,32.230000000000004,31.23,30.23,29.23,28.23,27.82,25.23,24.23,5.41,5.0,5.82,6.2299999999999995,31.82,30.82,29.82,28.82,27.82,26.82,24.82,23.82,22.82,21.82,20.82,19.82,18.82,17.82,16.82,15.82,14.82,13.82,12.82,11.82,10.82,9.82,8.82,6.41,6.0,6.41,6.82,7.2299999999999995,32.41,31.41,30.41,29.41,28.41,27.41,26.41,25.41,24.41,23.41,22.41,21.41,20.41,19.41,18.41,17.41,16.41,15.41,14.41,13.41,12.41,11.41,10.41,9.41,8.41,7.41,7.0,7.41,7.82,8.23,26.82,24.82,23.82,22.82,21.82,20.82,19.82,18.82,17.82,16.82,15.82,14.82,13.82,12.82,11.82,10.82,9.82,8.82,8.41,8.0,8.41,8.82,9.23,25.23,24.23,12.23,11.23,14.05,15.05,16.05,17.05,18.05,25.64,25.23,12.64,12.23,12.64,13.64,14.64,15.64,16.64,17.64,26.64,26.23,13.64,13.23,14.05,15.05,16.05,17.05,18.05,27.64,27.23,14.64,14.23,15.05,15.46,16.46,17.46,18.46,28.64,28.23,15.64,15.23,16.05,16.46,16.87,17.87,18.87,29.64,29.23,16.64,16.23,17.05,17.46,17.87,18.28,19.28,30.64,30.23,17.64,17.23,18.05,18.46,18.87,19.28,19.69,31.64,31.23,18.64,18.23,19.05,19.46,19.87,20.28,20.69,32.64,32.230000000000004,19.64,19.23,20.05,20.46,20.87,21.28,21.69,33.64,33.230000000000004,20.64,20.23,21.05,21.46,21.87,22.28,22.69,34.64,34.230000000000004,21.64,21.23,22.05,22.46,22.87,23.28,23.69,35.05,34.05,33.05,32.05,31.05,30.05,29.05,28.05,27.05,26.05,25.05,24.05,23.05,22.64,22.23,22.64,23.05,23.46,23.87,24.28,24.69,35.46,34.46,33.46,32.46,31.46,30.46,29.46,28.46,27.46,26.46,25.46,24.46,24.05,23.64,23.23,24.05
31.05,30.64,30.05,29.64,2.0,1.0,0.0,1.0,2.0,29.05,28.64,2.41,1.41,1.0,1.41,2.41,28.05,27.64,2.82,2.41,2.41,2.82,27.05,26.64,3.82,3.41,3.41,29.23,26.05,25.64,4.82,4.41,4.41,4.82,33.64,32.64,31.64,30.64,29.64,28.64,28.23,25.64,24.64,5.82,5.41,5.41,5.82,32.230000000000004,31.23,30.23,29.23,28.23,27.23,25.23,24.23,23.23,22.23,21.23,20.23,19.23,18.23,17.23,16.23,15.23,14.23,13.23,12.23,11.23,10.23,9.23,6.82,6.41,6.82,6.41,6.82,32.82,31.82,30.82,29.82,28.82,27.82,26.82,25.82,24.82,23.82,22.82,21.82,20.82,19.82,18.82,17.82,16.82,15.82,14.82,13.82,12.82,11.82,10.82,9.82,8.82,7.82,7.41,7.82,7.41,7.82,27.23,25.23,24.23,23.23,22.23,21.23,20.23,19.23,18.23,17.23,16.23,15.23,14.23,13.23,12.23,11.23,10.23,9.23,8.82,8.41,8.82,8.41,8.82,25.64,24.64,12.64,11.64,14.46,15.46,16.46,17.46,18.46,26.05,25.64,13.05,12.64,13.05,14.05,15.05,16.05,17.05,18.05,27.05,26.64,14.05,13.64,14.46,15.46,16.46,17.46,18.46,28.05,27.64,15.05,14.64,15.46,15.870000000000001,16.87,17.87,18.87,29.05,28.64,16.05,15.64,16.46,16.87,17.28,18.28,19.28,30.05,29.64,17.05,16.64,17.46,17.87,18.28,18.69,19.69,31.05,30.64,18.05,17.64,18.46,18.87,19.28,19.69,20.1,32.05,31.64,19.05,18.64,19.46,19.87,20.28,20.69,21.1,33.05,32.64,20.05,19.64,20.46,20.87,21.28,21.69,22.1,34.05,33.64,21.05,20.64,21.46,21.87,22.28,22.69,23.1,35.05,34.64,22.05,21.64,22.46,22.87,23.28,23.69,24.1,35.46,34.46,33.46,32.46,31.46,30.46,29.46,28.46,27.46,26.46,25.46,24.46,23.46,23.05,22.64,23.05,23.46,23.87,24.28,24.69,25.1,35.870000000000005,34.870000000000005,33.870000000000005,32.870000000000005,31.87,30.87,29.87,28.87,27.87,26.87,25.87,24.87,24.46,24.05,23.64,24.46
31.46,31.05,30.46,30.05,3.0,2.0,1.0,0.0,1.0,29.46,29.05,3.41,2.41,1.41,1.0,1.41,28.46,28.05,3.82,2.82,2.0,2.41,27.46,27.05,4.2299999999999995,3.82,3.0,29.64,26.46,26.05,5.2299999999999995,4.82,4.0,4.41,34.05,33.05,32.05,31.05,30.05,29.05,28.64,26.05,25.05,6.2299999999999995,5.82,5.0,5.41,32.64,31.64,30.64,29.64,28.64,27.64,25.64,24.64,23.64,22.64,21.64,20.64,19.64,18.64,17.64,16.64,15.64,14.64,13.64,12.64,11.64,10.64,9.64,7.2299999999999995,6.82,6.41,6.0,6.41,33.230000000000004,32.230000000000004,31.23,30.23,29.23,28.23,27.23,26.23,25.23,24.23,23.23,22.23,21.23,20.23,19.23,18.23,17.23,16.23,15.23,14.23,13.23,12.23,11.23,10.23,9.23,8.23,7.82,7.41,7.0,7.41,27.64,25.64,24.64,23.64,22.64,21.64,20.64,19.64,18.64,17.64,16.64,15.64,14.64,13.64,12.64,11.64,10.64,9.64,9.23,8.82,8.41,8.0,8.41,26.05,25.05,13.05,12.05,14.870000000000001,15.870000000000001,16.87,17.87,18.87,26.46,26.05,13.46,13.05,13.46,14.46,15.46,16.46,17.46,18.46,27.46,27.05,14.46,14.05,14.870000000000001,15.870000000000001,16.87,17.87,18.87,28.46,28.05,15.46,15.05,15.870000000000001,16.28,17.28,18.28,19.28,29.46,29.05,16.46,16.05,16.87,17.28,17.69,18.69,19.69,30.46,30.05,17.46,17.05,17.87,18.28,18.69,19.1,20.1,31.46,31.05,18.46,18.05,18.87,19.28,19.69,20.1,20.51,32.46,32.05,19.46,19.05,19.87,20.28,20.69,21.1,21.51,33.459999999999994,33.05,20.46,20.05,20.87,21.28,21.69,22.1,22.51,34.459999999999994,34.05,21.46,21.05,21.87,22.28,22.69,23.1,23.51,35.459999999999994,35.05,22.46,22.05,22.87,23.28,23.69,24.1,24.51,35.870000000000005,34.870000000000005,33.870000000000005,32.870000000000005,31.87,30.87,29.87,28.87,27.87,26.87,25.87,24.87,23.87,23.46,23.05,23.46,23.87,24.28,24.69,25.1,25.51,36.28,35.28,34.28,33.28,32.28,31.28,30.28,29.28,28.28,27.28,26.28,25.28,24.87,24.46,24.05,24.87
32.46,32.05,31.46,31.05,4.0,3.0,2.0,1.0,0.0,30.46,30.05,4.41,3.41,2.41,1.41,1.0,29.46,29.05,4.82,3.8200000000000003,2.41,2.0,28.46,28.05,5.23,4.82,3.41,30.64,27.46,27.05,6.23,5.82,4.41,4.82,35.05,34.05,33.05,32.05,31.05,30.05,29.64,27.05,26.05,7.23,6.82,5.41,5.82,33.64,32.64,31.64,30.64,29.64,28.64,26.64,25.64,24.64,23.64,22.64,21.64,20.64,19.64,18.64,17.64,16.64,15.64,14.64,13.64,12.64,11.64,10.64,8.23,7.82,6.82,6.41,6.82,34.230000000000004,33.230000000000004,32.230000000000004,31.23,30.23,29.23,28.23,27.23,26.23,25.23,24.23,23.23,22.23,21.23,20.23,19.23,18.23,17.23,16.23,15.23,14.23,13.23,12.23,11.23,10.23,9.23,8.23,7.82,7.41,7.82,28.64,26.64,25.64,24.64,23.64,22.64,21.64,20.64,19.64,18.64,17.64,16.64,15.64,14.64,13.64,12.64,11.64,10.64,9.64,9.23,8.82,8.41,8.82,27.05,26.05,14.05,13.05,15.870000000000001,16.87,17.87,18.87,19.87,27.46,27.05,14.46,14.05,14.46,15.46,16.46,17.46,18.46,19.46,28.46,28.05,15.46,15.05,15.870000000000001,16.87,17.87,18.87,19.87,29.46,29.05,16.46,16.05,16.87,17.28,18.28,19.28,20.28,30.46,30.05,17.46,17.05,17.87,18.28,18.69,19.69,20.69,31.46,31.05,18.46,18.05,18.87,19.28,19.69,20.1,21.1,32.46,32.05,19.46,19.05,19.87,20.28,20.69,21.1,21.51,33.459999999999994,33.05,20.46,20.05,20.87,21.28,21.69,22.1,22.51,34.459999999999994,34.05,21.46,21.05,21.87,22.28,22.69,23.1,23.51,35.459999999999994,35.05,22.46,22.05,22.87,23.28,23.69,24.1,24.51,36.459999999999994,36.05,23.46,23.05,23.87,24.28,24.69,25.1,25.51,36.870000000000005,35.870000000000005,34.870000000000005,33.870000000000005,32.870000000000005,31.87,30.87,29.87,28.87,27.87,26.87,25.87,24.87,24.46,24.05,24.46,24.87,25.28,25.69,26.1,26.51,37.28,36.28,35.28,34.28,33.28,32.28,31.28,30.28,29.28,28.28,27.28,26.28,25.87,25.46,25.05,25.87
2.0,2.41,1.0,1.41,28.23,28.64,29.05,29.46,30.46,0.0,1.0,27.23,27.64,28.05,29.05,29.46,1.0,1.41,26.23,26.64,28.05,28.46,2.0,2.41,25.23,25.64,27.05,9.82,3.0,3.41,24.23,24.64,26.05,26.46,14.23,13.23,12.23,11.23,10.23,9.23,8.82,4.0,4.41,23.23,23.64,25.05,26.05,12.82,11.82,10.82,9.82,8.82,7.82,5.0,5.41,5.82,6.82,7.82,8.82,9.82,10.82,11.82,12.82,13.82,14.82,15.82,16.82,17.82,18.82,19.82,22.23,22.64,23.64,24.64,25.64,13.41,12.41,11.41,10.41,9.41,8.41,7.41,6.41,6.0,6.41,6.82,7.23,8.23,9.23,10.23,11.23,12.23,13.23,14.23,15.23,16.23,17.23,18.23,19.23,20.23,21.23,22.23,23.23,24.23,25.23,7.82,7.0,7.41,7.82,8.23,8.64,9.64,10.64,11.64,12.64,13.64,14.64,15.64,16.64,17.64,18.64,19.64,20.64,22.23,22.64,23.64,24.64,25.64,8.0,8.41,18.05,19.05,21.87,22.87,23.87,24.87,25.87,9.0,9.41,19.05,19.46,20.46,21.46,22.46,23.46,24.46,25.46,10.0,10.41,20.05,20.46,21.87,22.87,23.87,24.87,25.87,11.0,11.41,21.05,21.46,22.87,23.28,24.28,25.28,26.28,12.0,12.41,22.05,22.46,23.87,24.28,24.69,25.69,26.69,13.0,13.41,23.05,23.46,24.87,25.28,25.69,26.1,27.1,14.0,14.41,24.05,24.46,25.87,26.28,26.69,27.1,27.51,15.0,15.41,25.05,25.46,26.87,27.28,27.69,28.1,28.51,16.0,16.41,26.05,26.46,27.87,28.28,28.69,29.1,29.51,17.0,17.41,27.05,27.46,28.87,29.28,29.69,30.1,30.51,18.0,18.41,28.05,28.46,29.87,30.28,30.69,31.1,31.51,19.0,19.41,19.82,20.82,21.82,22.82,23.82,24.82,25.82,26.82,27.82,28.82,29.46,29.05,29.46,29.87,30.87,31.28,31.69,32.1,32.51,20.0,20.41,20.82,21.23,22.23,23.23,24.23,25.23,26.23,27.23,28.23,29.23,30.23,30.05,30.46,31.28
