0.000000,0.964941,0.950386,1.356527,1.900772,2.134406,2.851158,3.012919,3.801544,3.925065,4.751930,4.851913,5.702316,5.786402,6.652702,6.725348,7.603088,7.667114,8.553474,8.610774,9.503860,9.555767,10.454246,10.501734,11.404632,11.448432,12.355018,12.395695,13.305404,13.343403,14.255790,14.291466,15.206176,15.239818,16.156562,16.188409,17.106948,17.137199,18.057334,18.086156,19.007720,19.035256,19.958106,19.984478,20.908492,20.933806,0.000000,0.950386,0.964941,1.356527,1.929881,2.153908,2.894822,3.049704,3.859762,3.977975,4.824703,4.920376,5.789643,5.870106,6.754584,6.824104,7.719524,7.780802,8.684465,8.739312,9.649406,9.699098,10.614346,10.659814,11.579287,11.621231,12.544227,12.583187,13.509168,13.545567,16.213625,15.811782,15.826337,14.861396,16.217924,15.811782,16.995802,16.762168,17.874315,17.712554,18.786461,18.662940,19.713309,19.613326,20.647799,20.563712,21.586745,21.514098,22.528510,22.464484,23.472170,23.414870,24.417164,24.365256,25.327234,24.925390,24.939947,23.975004,24.978906,24.016948,25.089103,24.135929,12.355018,13.305404,14.255790,12.395695,13.343403,14.291466,13.360638,13.752224,14.530102,14.325580,14.549607,15.108753,15.290523,15.445405,15.863821,16.255465,16.373678,16.703518,17.220407,17.316081,17.586939,18.185350,18.265812,18.495114,19.150292,19.219812,19.418447,20.115235,20.176512,20.351661,21.080177,21.135024,21.291648,22.045119,22.094811,22.236467,23.010062,23.055530,23.184849,23.975004,24.016948,24.135929,24.939947,24.978906,25.089103,25.904889,25.941288,26.043930,26.869831,26.904011,27.000088
0.964941,0.000000,1.352228,0.950386,2.128944,1.900772,3.007116,2.851158,3.919127,3.801544,4.845909,4.751930,5.780362,5.702316,6.719286,6.652702,7.661037,7.603088,8.604686,8.553474,9.549672,9.503860,10.495634,10.454246,11.442328,11.404632,12.389588,12.355018,13.337293,13.305404,14.285354,14.255790,15.233704,15.206176,16.182294,16.156562,17.131082,17.106948,18.080039,18.057334,19.029138,19.007720,19.978359,19.958106,20.927686,20.908492,0.964941,1.915327,1.929881,2.321468,2.894822,3.118848,3.859762,4.014644,4.824703,4.942916,5.789643,5.885317,6.754584,6.835046,7.719524,7.789045,8.684465,8.745742,9.649406,9.704253,10.614346,10.664038,11.579287,11.624755,12.544227,12.586171,13.509168,13.548127,14.474108,14.510508,17.178565,16.776723,16.791278,15.826337,17.182864,16.776723,17.960743,17.727109,18.839256,18.677495,19.751402,19.627881,20.678250,20.578267,21.612739,21.528653,22.551685,22.479039,23.493451,23.429425,24.437111,24.379811,25.382104,25.330197,25.286556,24.884713,24.899269,23.934327,24.938228,23.976270,25.048425,24.095252,12.389588,13.337293,14.285354,12.355018,13.305404,14.255790,13.319960,13.711546,14.489425,14.284903,14.508929,15.068075,15.249845,15.404727,15.823143,16.214787,16.333000,16.662841,17.179730,17.275403,17.546261,18.144672,18.225134,18.454436,19.109615,19.179135,19.377769,20.074557,20.135834,20.310984,21.039499,21.094346,21.250971,22.004442,22.054134,22.195789,22.969384,23.014852,23.144171,23.934327,23.976270,24.095252,24.899269,24.938228,25.048425,25.864211,25.900611,26.003253,26.829154,26.863333,26.959410
0.950386,1.352228,0.000000,0.964941,0.950386,1.356527,1.900772,2.134406,2.851158,3.012919,3.801544,3.925065,4.751930,4.851913,5.702316,5.786402,6.652702,6.725348,7.603088,7.667114,8.553474,8.610774,9.503860,9.555767,10.454246,10.501734,11.404632,11.448432,12.355018,12.395695,13.305404,13.343403,14.255790,14.291466,15.206176,15.239818,16.156562,16.188409,17.106948,17.137199,18.057334,18.086156,19.007720,19.035256,19.958106,19.984478,0.950386,1.900772,1.915327,2.306913,2.880267,3.104294,3.845208,4.000090,4.810148,4.928361,5.775089,5.870762,6.740029,6.820492,7.704970,7.774490,8.669910,8.731188,9.634851,9.689698,10.599792,10.649484,11.564732,11.610200,12.529673,12.571617,13.494613,13.533573,14.459554,14.495953,17.164011,16.762168,16.776723,15.811782,17.168310,16.762168,17.946188,17.712554,18.824701,18.662940,19.736847,19.613326,20.663695,20.563712,21.598185,21.514098,22.537131,22.464484,23.478896,23.414870,24.422556,24.365256,25.156685,24.928513,24.379971,23.978127,23.992684,23.027741,24.031643,23.069685,24.141840,23.188666,11.404632,12.355018,13.305404,11.448432,12.395695,13.343403,12.413375,12.804961,13.582839,13.378317,13.602344,14.161490,14.343260,14.498142,14.916558,15.308202,15.426415,15.756255,16.273144,16.368818,16.639676,17.238087,17.318549,17.547851,18.203029,18.272549,18.471184,19.167972,19.229249,19.404398,20.132914,20.187761,20.344385,21.097856,21.147548,21.289204,22.062799,22.108267,22.237586,23.027741,23.069685,23.188666,23.992684,24.031643,24.141840,24.957626,24.994025,25.096667,25.922568,25.956748,26.052825
1.356527,0.950386,0.964941,0.000000,1.352229,0.950386,2.128944,1.900772,3.007116,2.851158,3.919127,3.801544,4.845910,4.751930,5.780362,5.702316,6.719286,6.652702,7.661037,7.603088,8.604686,8.553474,9.549672,9.503860,10.495634,10.454246,11.442328,11.404632,12.389588,12.355018,13.337293,13.305404,14.285354,14.255790,15.233704,15.206176,16.182294,16.156562,17.131082,17.106948,18.080039,18.057334,19.029138,19.007720,19.978359,19.958106,1.356527,2.306913,2.321468,2.713054,3.286408,3.510435,4.251349,4.406231,5.216289,5.334503,6.181230,6.276904,7.146171,7.226633,8.111111,8.180631,9.076052,9.137329,10.040992,10.095839,11.005933,11.055625,11.970873,12.016341,12.935814,12.977758,13.900755,13.939714,14.865695,14.902094,17.570152,17.168310,17.182864,16.217924,17.574451,17.168310,18.352330,18.118696,19.230842,19.069082,20.142989,20.019468,21.069837,20.969854,22.004326,21.920240,22.943272,22.870626,23.885037,23.821012,24.828697,24.771398,25.112885,24.884713,24.336170,23.934327,23.948883,22.983941,23.987842,23.025884,24.098039,23.144866,11.442328,12.389588,13.337293,11.404632,12.355018,13.305404,12.369574,12.761160,13.539039,13.334517,13.558543,14.117689,14.299459,14.454341,14.872757,15.264401,15.382614,15.712455,16.229344,16.325017,16.595875,17.194286,17.274748,17.504050,18.159229,18.228749,18.427383,19.124171,19.185448,19.360598,20.089113,20.143960,20.300585,21.054056,21.103748,21.245403,22.018998,22.064466,22.193785,22.983941,23.025884,23.144866,23.948883,23.987842,24.098039,24.913825,24.950225,25.052867,25.878768,25.912947,26.009024
1.900772,2.128944,0.950386,1.352229,0.000000,0.964941,0.950386,1.356527,1.900772,2.134406,2.851158,3.012919,3.801544,3.925065,4.751930,4.851913,5.702316,5.786402,6.652702,6.725348,7.603088,7.667114,8.553474,8.610774,9.503860,9.555767,10.454246,10.501734,11.404632,11.448432,12.355018,12.395696,13.305404,13.343403,14.255790,14.291466,15.206176,15.239818,16.156562,16.188409,17.106948,17.137199,18.057334,18.086156,19.007720,19.035256,1.900772,2.851158,2.865713,3.257299,3.830653,4.054680,4.795594,4.950476,5.760534,5.878747,6.725475,6.821148,7.690415,7.770878,8.655356,8.724876,9.620296,9.681574,10.585237,10.640084,11.550178,11.599870,12.515118,12.560586,13.480059,13.522003,14.444999,14.483959,15.409940,15.446339,18.114397,17.712554,17.727109,16.762168,18.118696,17.712554,18.896574,18.662940,19.775087,19.613326,20.687233,20.563712,21.614081,21.514098,22.548571,22.464484,23.487517,23.414870,24.429282,24.365256,25.088159,24.932201,24.209987,23.981815,23.433272,23.031429,23.045985,22.081043,23.084944,22.122986,23.195141,22.241968,10.454246,11.404632,12.355018,10.501734,11.448432,12.395696,11.466676,11.858262,12.636141,12.431619,12.655645,13.214791,13.396561,13.551443,13.969859,14.361503,14.479716,14.809556,15.326446,15.422119,15.692977,16.291388,16.371850,16.601152,17.256331,17.325851,17.524485,18.221273,18.282550,18.457699,19.186215,19.241062,19.397686,20.151158,20.200850,20.342505,21.116100,21.161568,21.290887,22.081043,22.122986,22.241968,23.045985,23.084944,23.195141,24.010927,24.047326,24.149969,24.975870,25.010049,25.106126
2.134406,1.900772,1.356527,0.950386,0.964941,0.000000,1.352229,0.950386,2.128944,1.900772,3.007116,2.851158,3.919127,3.801544,4.845910,4.751930,5.780362,5.702316,6.719286,6.652702,7.661037,7.603088,8.604686,8.553474,9.549672,9.503860,10.495634,10.454246,11.442328,11.404632,12.389588,12.355018,13.337293,13.305404,14.285354,14.255790,15.233704,15.206176,16.182294,16.156562,17.131082,17.106948,18.080039,18.057334,19.029138,19.007720,2.134406,3.084792,3.099347,3.490933,4.064287,4.288314,5.029228,5.184110,5.994168,6.112381,6.959109,7.054782,7.924049,8.004512,8.888990,8.958510,9.853930,9.915208,10.818871,10.873718,11.783812,11.833504,12.748752,12.794220,13.713693,13.755637,14.678633,14.717593,15.643574,15.679973,18.348031,17.946188,17.960743,16.995802,18.352330,17.946188,19.130208,18.896574,20.008721,19.846960,20.920867,20.797346,21.847715,21.747732,22.782205,22.698118,23.721151,23.648504,24.662916,24.598890,25.040671,24.884713,24.162499,23.934327,23.385784,22.983941,22.998497,22.033555,23.037456,22.075498,23.147653,22.194480,10.495634,11.442328,12.389588,10.454246,11.404632,12.355018,11.419188,11.810774,12.588653,12.384131,12.608157,13.167303,13.349073,13.503955,13.922371,14.314015,14.432228,14.762069,15.278958,15.374631,15.645489,16.243900,16.324362,16.553664,17.208843,17.278363,17.476997,18.173785,18.235062,18.410212,19.138727,19.193574,19.350199,20.103670,20.153362,20.295017,21.068612,21.114080,21.243399,22.033555,22.075498,22.194480,22.998497,23.037456,23.147653,23.963439,23.999839,24.102481,24.928382,24.962561,25.058638
2.851158,3.007116,1.900772,2.128944,0.950386,1.352229,0.000000,0.964941,0.950386,1.356528,1.900772,2.134406,2.851158,3.012919,3.801544,3.925065,4.751930,4.851913,5.702316,5.786402,6.652702,6.725348,7.603088,7.667114,8.553474,8.610774,9.503860,9.555767,10.454246,10.501734,11.404632,11.448433,12.355018,12.395696,13.305404,13.343403,14.255790,14.291466,15.206176,15.239818,16.156562,16.188409,17.106948,17.137199,18.057334,18.086156,2.851158,3.801544,3.816099,4.207685,4.781039,5.005066,5.745980,5.900862,6.710920,6.829133,7.675861,7.771534,8.640801,8.721264,9.605742,9.675262,10.570682,10.631960,11.535623,11.590470,12.500564,12.550256,13.465504,13.510972,14.430445,14.472389,15.395385,15.434345,16.360326,16.396725,19.064783,18.662940,18.677495,17.712554,19.069082,18.662940,19.846960,19.613326,20.725473,20.563712,21.637619,21.514098,22.564467,22.464484,23.498957,23.414870,24.437903,24.365256,25.054204,24.936620,24.142192,23.986234,23.264020,23.035848,22.487306,22.085462,22.100018,21.135076,22.138977,21.177020,22.249175,21.296001,9.503860,10.454246,11.404632,9.555767,10.501734,11.448433,10.520710,10.912296,11.690174,11.485652,11.709678,12.268824,12.450594,12.605476,13.023893,13.415537,13.533750,13.863590,14.380479,14.476153,14.747010,15.345422,15.425884,15.655186,16.310364,16.379884,16.578518,17.275306,17.336584,17.511733,18.240249,18.295096,18.451720,19.205191,19.254883,19.396539,20.170134,20.215601,20.344920,21.135076,21.177020,21.296001,22.100018,22.138977,22.249175,23.064961,23.101360,23.204002,24.029903,24.064082,24.160159
3.012919,2.851158,2.134406,1.900772,1.356527,0.950386,0.964941,0.000000,1.352229,0.950386,2.128944,1.900772,3.007116,2.851158,3.919127,3.801544,4.845910,4.751930,5.780362,5.702316,6.719286,6.652702,7.661037,7.603088,8.604686,8.553474,9.549673,9.503860,10.495634,10.454246,11.442328,11.404632,12.389588,12.355018,13.337293,13.305404,14.285354,14.255790,15.233704,15.206176,16.182294,16.156562,17.131082,17.106948,18.080039,18.057334,3.012919,3.963305,3.977859,4.369446,4.942800,5.166827,5.907740,6.062623,6.872681,6.990894,7.837621,7.933295,8.802562,8.883024,9.767503,9.837023,10.732443,10.793721,11.697384,11.752231,12.662324,12.712016,13.627265,13.672733,14.592205,14.634149,15.557146,15.596105,16.522087,16.558486,19.226544,18.824701,18.839256,17.874315,19.230842,18.824701,20.008721,19.775087,20.887234,20.725473,21.799380,21.675859,22.726228,22.626245,23.660717,23.576631,24.599663,24.527017,25.002296,24.884713,24.090285,23.934327,23.212113,22.983941,22.435398,22.033555,22.048111,21.083169,22.087070,21.125112,22.197267,21.244094,9.549673,10.495634,11.442328,9.503860,10.454246,11.404632,10.468802,10.860388,11.638267,11.433745,11.657771,12.216917,12.398687,12.553569,12.971985,13.363629,13.481842,13.811683,14.328572,14.424245,14.695103,15.293514,15.373976,15.603278,16.258457,16.327977,16.526611,17.223399,17.284676,17.459826,18.188341,18.243188,18.399813,19.153284,19.202976,19.344631,20.118226,20.163694,20.293013,21.083169,21.125112,21.244094,22.048111,22.087070,22.197267,23.013053,23.049453,23.152095,23.977996,24.012175,24.108252
3.801544,3.919127,2.851158,3.007116,1.900772,2.128944,0.950386,1.352229,0.000000,0.964941,0.950386,1.356528,1.900772,2.134406,2.851158,3.012919,3.801544,3.925065,4.751930,4.851913,5.702316,5.786402,6.652702,6.725348,7.603088,7.667114,8.553474,8.610774,9.503860,9.555767,10.454246,10.501734,11.404632,11.448433,12.355018,12.395696,13.305404,13.343403,14.255790,14.291466,15.206176,15.239818,16.156562,16.188409,17.106948,17.137199,3.801544,4.751930,4.766485,5.158071,5.731425,5.955452,6.696366,6.851248,7.661306,7.779519,8.626247,8.721920,9.591187,9.671650,10.556128,10.625648,11.521068,11.582346,12.486009,12.540856,13.450950,13.500642,14.415890,14.461358,15.380831,15.422775,16.345771,16.384730,17.310712,17.347111,20.015169,19.613326,19.627881,18.662940,20.019468,19.613326,20.797346,20.563712,21.675859,21.514098,22.588005,22.464484,23.514853,23.414870,24.449343,24.365256,25.035992,24.942013,24.109210,23.991627,23.197199,23.041241,22.319027,22.090855,21.542312,21.140469,21.155025,20.190083,21.193984,20.232026,21.304181,20.351008,8.553474,9.503860,10.454246,8.610774,9.555767,10.501734,9.575716,9.967302,10.745181,10.540659,10.764685,11.323831,11.505601,11.660483,12.078899,12.470543,12.588756,12.918597,13.435486,13.531159,13.802017,14.400428,14.480890,14.710192,15.365371,15.434891,15.633525,16.330313,16.391590,16.566740,17.295255,17.350102,17.506727,18.260198,18.309890,18.451545,19.225140,19.270608,19.399927,20.190083,20.232026,20.351008,21.155025,21.193984,21.304181,22.119967,22.156367,22.259009,23.084910,23.119089,23.215166
3.925065,3.801544,3.012919,2.851158,2.134406,1.900772,1.356528,0.950386,0.964941,0.000000,1.352229,0.950386,2.128944,1.900772,3.007116,2.851158,3.919127,3.801544,4.845910,4.751930,5.780362,5.702316,6.719286,6.652702,7.661037,7.603088,8.604687,8.553474,9.549673,9.503860,10.495634,10.454246,11.442328,11.404632,12.389588,12.355018,13.337293,13.305404,14.285354,14.255790,15.233704,15.206176,16.182294,16.156562,17.131082,17.106948,3.925065,4.875451,4.890006,5.281592,5.854946,6.078973,6.819887,6.974769,7.784827,7.903041,8.749768,8.845442,9.714708,9.795171,10.679649,10.749169,11.644590,11.705867,12.609530,12.664377,13.574471,13.624163,14.539411,14.584879,15.504352,15.546296,16.469292,16.508252,17.434233,17.470632,20.138690,19.736847,19.751402,18.786461,20.142989,19.736847,20.920868,20.687233,21.799380,21.637619,22.711527,22.588005,23.638374,23.538391,24.572864,24.488777,24.978692,24.884713,24.051910,23.934327,23.139899,22.983941,22.261727,22.033555,21.485012,21.083169,21.097725,20.132783,21.136684,20.174726,21.246881,20.293708,8.604687,9.549673,10.495634,8.553474,9.503860,10.454246,9.518416,9.910002,10.687881,10.483359,10.707385,11.266531,11.448301,11.603183,12.021599,12.413243,12.531456,12.861297,13.378186,13.473859,13.744717,14.343128,14.423590,14.652892,15.308071,15.377591,15.576225,16.273013,16.334290,16.509440,17.237955,17.292802,17.449427,18.202898,18.252590,18.394245,19.167840,19.213308,19.342627,20.132783,20.174726,20.293708,21.097725,21.136684,21.246881,22.062667,22.099067,22.201709,23.027610,23.061789,23.157866
4.751930,4.845909,3.801544,3.919127,2.851158,3.007116,1.900772,2.128944,0.950386,1.352229,0.000000,0.964941,0.950386,1.356528,1.900772,2.134406,2.851158,3.012919,3.801544,3.925065,4.751930,4.851913,5.702316,5.786402,6.652702,6.725348,7.603088,7.667114,8.553474,8.610774,9.503860,9.555767,10.454246,10.501734,11.404632,11.448433,12.355018,12.395696,13.305404,13.343403,14.255790,14.291466,15.206176,15.239818,16.156562,16.188409,4.751930,5.702316,5.716871,6.108457,6.681811,6.905838,7.646752,7.801634,8.611692,8.729905,9.576633,9.672306,10.541573,10.622036,11.506514,11.576034,12.471454,12.532732,13.436395,13.491242,14.401336,14.451028,15.366276,15.411744,16.331217,16.373161,17.296157,17.335116,18.261098,18.297497,20.965555,20.563712,20.578267,19.613326,20.969854,20.563712,21.747732,21.514098,22.626245,22.464484,23.538391,23.414870,24.465239,24.365256,25.026785,24.948739,24.092332,23.998353,23.165550,23.047967,22.253539,22.097581,21.375367,21.147195,20.598652,20.196809,20.211365,19.246423,20.250324,19.288366,20.360521,19.407348,7.603088,8.553474,9.503860,7.667114,8.610774,9.555767,8.632056,9.023642,9.801521,9.596999,9.821025,10.380171,10.561941,10.716823,11.135239,11.526883,11.645096,11.974937,12.491826,12.587499,12.858357,13.456768,13.537230,13.766532,14.421711,14.491231,14.689865,15.386653,15.447930,15.623080,16.351595,16.406442,16.563067,17.316538,17.366230,17.507885,18.281480,18.326948,18.456267,19.246423,19.288366,19.407348,20.211365,20.250324,20.360521,21.176307,21.212707,21.315349,22.141250,22.175429,22.271506
